compound,positive,neutral,negative,Date,tweets_ago,tweet,news source
0.4767,0.114,0.886,0.0,Mon Jul 23 08:03:02 +0000 2018,63,"Ntando Mahlangu walked for the first time at the age of ten. 

By the time he was 14, he had a silver medal from Ri… https://t.co/JodVvKpqUw",BBC
-0.38,0.177,0.549,0.274,Mon Jul 23 11:03:09 +0000 2018,62,When is a film so bad it's actually good? 🍿🤦‍♀️ https://t.co/zNWeEnZVQd https://t.co/F3rLExxpyR,BBC
0.6369,0.318,0.682,0.0,Mon Jul 23 12:02:03 +0000 2018,61,"Y'alright love? 🐦 

Meet Mourdour, the raven with a Yorkshire accent.... 

https://t.co/6K9eMeDh0k",BBC
0.0,0.111,0.779,0.111,Mon Jul 23 13:02:00 +0000 2018,60,"If you're blind or partially sighted, this might help.
 
At the BBC, we offer audio description to describe our sho… https://t.co/jDXcSK72uQ",BBC
0.4939,0.39,0.61,0.0,Mon Jul 23 16:03:04 +0000 2018,59,🐶 Hearing dogs can save a life. https://t.co/bTcvuvGYJt,BBC
0.0,0.0,1.0,0.0,Mon Jul 23 17:31:04 +0000 2018,58,"Follow the transportation of a herd of elephants from the Midlands to their new seaside home. 🐘

Elephants on the M… https://t.co/nvfAlmyl21",BBC
0.0,0.0,1.0,0.0,Mon Jul 23 18:02:06 +0000 2018,57,"💈❤️ Meet the barber tackling mental health one beard trim at a time.
(via @BBCThree) https://t.co/sTbcQnZ2ck",BBC
0.0,0.0,1.0,0.0,Mon Jul 23 20:03:06 +0000 2018,56,"Film-maker Mo Naqvi attempts to decide who to vote for in Pakistan's upcoming election.

Storyville: Insha'Allah De… https://t.co/u7nu633Gt2",BBC
0.0,0.0,1.0,0.0,Tue Jul 24 07:00:18 +0000 2018,55,Meet the man who escaped locked-in syndrome and is about to become a dad. https://t.co/x0Bkz8R176,BBC
0.0,0.0,1.0,0.0,Tue Jul 24 07:27:04 +0000 2018,54,👶👵 Most people feel younger or older than they really are – and this 'subjective age' has a big effect on their phy… https://t.co/vGnFI1TfmB,BBC
0.5719,0.425,0.575,0.0,Tue Jul 24 08:00:10 +0000 2018,53,The perfect picnic doesn't exi... https://t.co/hCE7MqzF2P,BBC
-0.0191,0.0,0.918,0.082,Tue Jul 24 11:01:00 +0000 2018,52,"'Doesn't matter what's written on the packet, wet wipes do not disintegrate.' https://t.co/sFUvFL8OaL",BBC
0.0,0.0,1.0,0.0,Tue Jul 24 12:03:04 +0000 2018,51,"👨‍🎤🍞 The first known studio recording of David Bowie is set for auction after being found in an old bread basket.
👉… https://t.co/5R2Pmr8gBf",BBC
0.8481,0.326,0.674,0.0,Tue Jul 24 13:01:03 +0000 2018,50,"Got kids who are on school holidays? 

📱The ‘CBBC Buzz’ app is free, fun and there’s something for you, whatever yo… https://t.co/RCuJvRzW8D",BBC
0.4767,0.237,0.763,0.0,Tue Jul 24 16:02:09 +0000 2018,49,"These birds woo the ladies with popcorn and cartwheels.
#AnimalsBehavingBadly https://t.co/HUArZNsNXy",BBC
0.0,0.0,1.0,0.0,Tue Jul 24 17:02:07 +0000 2018,48,"🌡🍂 From Carnoustie to London, the heatwave has left Britain's parks and lawns parched.

📷 https://t.co/yqcbYgu5Y7… https://t.co/I0rzDBzXOp",BBC
0.128,0.282,0.47,0.248,Tue Jul 24 18:00:19 +0000 2018,47,The best way EVER to deal with a scam. https://t.co/nqWGYEEBy4,BBC
-0.3818,0.0,0.874,0.126,Tue Jul 24 19:03:05 +0000 2018,46,"Fish are losing their sense of smell because of a rise in CO2 levels, according to new research. 🐟💔… https://t.co/9EWLY0pLrH",BBC
0.6369,0.318,0.682,0.0,Wed Jul 25 07:02:05 +0000 2018,45,"Why we should all love whale poo... 💚🐋💩 

#OurBluePlanet

https://t.co/VePUiOOE3F",BBC
-0.2732,0.0,0.877,0.123,Wed Jul 25 07:31:07 +0000 2018,44,"A watchdog has warned that the packaging you recycle 'may end up in landfill'. ♻️🗑

https://t.co/7q7NwFYVBh https://t.co/8SqE3kZ3j8",BBC
0.0772,0.08,0.92,0.0,Wed Jul 25 08:04:03 +0000 2018,43,"A startling insight into how society viewed the role of women in the 20th century. #WashesWhiter

https://t.co/BIoTfZ5DPG",BBC
0.0,0.0,1.0,0.0,Wed Jul 25 11:02:03 +0000 2018,42,"'I downloaded all my Facebook data and it was a nightmare'. 💻🤦‍♀️

Have you ever wondered what your data actually l… https://t.co/0sNfkSket7",BBC
0.4215,0.177,0.823,0.0,Wed Jul 25 12:03:04 +0000 2018,41,"🌊🐬 These dolphins were rescued after getting stranded in shallow water in Tasmania. 

https://t.co/MRqRBxsctW",BBC
-0.4767,0.086,0.749,0.165,Wed Jul 25 13:02:05 +0000 2018,40,"💉 A jab that protects against a virus that causes cervical cancer will be given to boys aged 12 to 13 in England.
👉… https://t.co/joOj8vMupR",BBC
0.0,0.0,1.0,0.0,Wed Jul 25 14:37:40 +0000 2018,39,"Researchers have found evidence of an existing body of liquid water on Mars.
👉 https://t.co/cmykUjdfxy https://t.co/F45qHNXcOR",BBC
0.0,0.0,1.0,0.0,Wed Jul 25 16:02:05 +0000 2018,38,"Is this Africa’s most inventive neighbourhood? 💡🌿🥑

https://t.co/xgeQCMM1XP",BBC
0.0,0.0,1.0,0.0,Wed Jul 25 18:02:05 +0000 2018,37,"From @rosskemp to @sirpatstew: these are the ultimate Extras celebrity cameos. 😂

https://t.co/MzLh704sPC",BBC
0.4019,0.247,0.617,0.136,Wed Jul 25 19:02:00 +0000 2018,36,"Colin Firth stars in an award-winning adaptation of Jane Austen's classic romance. 📚😍

Pride and Prejudice |… https://t.co/bgxyIt8i5g",BBC
-0.4019,0.0,0.748,0.252,Thu Jul 26 07:01:02 +0000 2018,35,"♨️😴 Having trouble sleeping in this heatwave?
#HeatwaveUK https://t.co/N8Nstm5gC7",BBC
-0.3818,0.102,0.732,0.167,Thu Jul 26 07:28:06 +0000 2018,34,We call violence an ‘epidemic’ – and there is reason to take that literally... treating it like an infectious disea… https://t.co/871oH89IB6,BBC
-0.4019,0.0,0.828,0.172,Thu Jul 26 08:00:00 +0000 2018,33,"This school is tackling their single-use plastic problem one lunchbox at a time.
#PlasticsAction https://t.co/dBJBC46C06",BBC
-0.4019,0.064,0.788,0.148,Thu Jul 26 11:00:16 +0000 2018,32,"A record number of primary school children are leaving school severely obese, according to new figures from Public… https://t.co/nmc8w0pnGW",BBC
-0.4614,0.0,0.692,0.308,Thu Jul 26 12:02:06 +0000 2018,31,"😮 You don't want to get between two fighting kangaroos!
#LifeStory https://t.co/xX95kVkWJU",BBC
-0.1779,0.072,0.826,0.101,Thu Jul 26 13:01:05 +0000 2018,30,"""I would like to do it all over again. There was a war on but otherwise it was absolutely wonderful."" ❤️️

Remember… https://t.co/1cSKgxW5gF",BBC
0.2263,0.153,0.741,0.106,Thu Jul 26 16:02:03 +0000 2018,29,"😀♥️ Four-year-old Daniel and 91-year-old Stuart, who has dementia, have struck up an unlikely friendship.  https://t.co/DVpVhIssTc",BBC
-0.5106,0.0,0.858,0.142,Thu Jul 26 17:01:06 +0000 2018,28,A dog called Minnie has been reunited with her owners two years after thieves stole a truck she was sleeping in. 🐶… https://t.co/CzeVkauFSx,BBC
-0.046,0.123,0.746,0.131,Thu Jul 26 18:02:07 +0000 2018,27,"Tonight, a team of inventors attempt to change the lives of three inspiring people with very different problems. 💡… https://t.co/L7yN0qkCNz",BBC
-0.4588,0.099,0.693,0.208,Thu Jul 26 19:02:05 +0000 2018,26,"After being abused on dating apps for having HIV, Joe has turned to art to help combat the stigma. 
(via @BBCThree) https://t.co/b6mar28jBl",BBC
-0.25,0.0,0.895,0.105,Fri Jul 27 07:01:03 +0000 2018,25,💔 @BoyGeorge discovers that in 1919 his grandmother was found wandering the streets alone as a 6 year old child.… https://t.co/CmyXz2oGYr,BBC
-0.34,0.118,0.702,0.18,Fri Jul 27 07:26:02 +0000 2018,24,❤️📝 A teenager who attached uplifting messages to a bridge to help people facing a mental health crisis has helped… https://t.co/gGO3mXQkkd,BBC
0.3818,0.224,0.776,0.0,Fri Jul 27 08:00:16 +0000 2018,23,😂 A Scottish three year old's take on the summer holidays. https://t.co/SaCbnnlnUm,BBC
0.0,0.0,1.0,0.0,Fri Jul 27 09:51:01 +0000 2018,22,"👀🌝 Skywatchers will be treated to the longest ""blood moon"" eclipse of the century tonight, with the totality period… https://t.co/w1Eoi6fA9R",BBC
0.5267,0.216,0.784,0.0,Fri Jul 27 11:02:04 +0000 2018,21,"🔬 From 'the God particle' to our ability to observe gravitational waves, here are 7 extraordinary things science ha… https://t.co/j4tgSCx3vl",BBC
0.3802,0.178,0.822,0.0,Fri Jul 27 12:00:18 +0000 2018,20,⛷🐶 This is one way to keep dogs cool in the heat! https://t.co/ObXmR8febC,BBC
-0.2023,0.09,0.769,0.141,Fri Jul 27 12:24:44 +0000 2018,19,😳 This man wants people to stop pretending to have sex with his hedge. https://t.co/VbuY1xtbQ1,BBC
0.0,0.0,1.0,0.0,Fri Jul 27 13:01:03 +0000 2018,18,"👃💐 How teenage perfumes smell to you - an actual adult.
👉 https://t.co/PCRmoujpVJ https://t.co/P0tmdqfbUC",BBC
0.34,0.231,0.769,0.0,Fri Jul 27 15:16:01 +0000 2018,17,"👀 Who's excited to see the #BloodMoon tonight? 
#LunarEclipse https://t.co/jhx3zLDOTS",BBC
0.0,0.0,1.0,0.0,Fri Jul 27 15:59:00 +0000 2018,16,When your boss is looking for you but it's after 5pm... 👋 #FridayFeeling https://t.co/J3NZSVi7jj,BBC
0.0,0.0,1.0,0.0,Fri Jul 27 17:02:03 +0000 2018,15,🎅🎄😂 Too soon? https://t.co/L368bWE3t5,BBC
0.6908,0.261,0.739,0.0,Fri Jul 27 18:01:08 +0000 2018,14,A pair of beavers are being released into the Forest of Dean with the hope they'll help prevent flooding in the are… https://t.co/wD23PTQUPg,BBC
0.4939,0.39,0.61,0.0,Sat Jul 28 07:05:02 +0000 2018,13,🐶 Hearing dogs can save a life. https://t.co/bTcvuvGYJt,BBC
0.0,0.0,1.0,0.0,Sat Jul 28 08:02:06 +0000 2018,12,🛌 Namastay in bed! https://t.co/s2J2Uf4U99,BBC
0.6369,0.198,0.802,0.0,Sat Jul 28 09:03:03 +0000 2018,11,"📚🌍 With classic and contemporary choices perfectly matched to destinations all over the world, here's your ultimate… https://t.co/fsadf3W3rU",BBC
0.4019,0.213,0.787,0.0,Sat Jul 28 10:05:04 +0000 2018,10,Need to clean your headphone socket? Check out this #TechHack. https://t.co/RDtpHt03ZX,BBC
0.7157,0.282,0.633,0.085,Sat Jul 28 11:03:04 +0000 2018,9,"🧠 'Damaging your brain might not kill you, but can change your behaviour.'

Five fascinating facts about the human… https://t.co/XLoaV7C1uM",BBC
0.0,0.0,1.0,0.0,Sat Jul 28 13:02:06 +0000 2018,8,📖🥪 A brief history of the humble sarnie. https://t.co/25GXnqIXZy,BBC
0.5106,0.32,0.68,0.0,Sat Jul 28 14:06:01 +0000 2018,7,🐾❤️ Heaven really is a place on Earth... https://t.co/hCE7MqzF2P,BBC
-0.8658,0.0,0.481,0.519,Sat Jul 28 15:04:06 +0000 2018,6,"Branded and beaten: The children accused of witchcraft and murder.
👉 https://t.co/0Lzx9wdLa1 https://t.co/Syvy5ca7QG",BBC
0.3182,0.223,0.777,0.0,Sat Jul 28 16:03:06 +0000 2018,5,"Are you sure you don’t gender-stereotype children?
#NoMoreBoysAndGirls https://t.co/iThZ2P6REW",BBC
-0.0191,0.0,0.924,0.076,Sat Jul 28 17:03:00 +0000 2018,4,"'Doesn't matter what's written on the packet, wet wipes do not disintegrate.'
#TheFiveBillionPoundSuperSewer https://t.co/Ja9nBFnr6b",BBC
0.0,0.0,1.0,0.0,Sat Jul 28 18:07:05 +0000 2018,3,😂 Genius https://t.co/nqWGYEEBy4,BBC
-0.4019,0.0,0.787,0.213,Sat Jul 28 20:02:03 +0000 2018,2,The shocking story of a young man who shot his parents. https://t.co/6O1qzsiKAk,BBC
0.3612,0.135,0.865,0.0,Sat Jul 28 20:45:06 +0000 2018,1,"Stand-up comedy from Stewart Lee, recorded live from the Palace Theatre, Southend-on-Sea. 

Stewart Lee Content Pro… https://t.co/VCNnbkhi7J",BBC
0.0,0.0,1.0,0.0,Sat Jul 28 17:18:00 +0000 2018,100,".@dbongino: ""We don't owe you a dime more, Captain Federal Government, not a dime."" https://t.co/EYQ0nIXxZI",Fox News
-0.7579,0.0,0.698,0.302,Sat Jul 28 17:29:04 +0000 2018,99,Man accused of murdering New York City nurse may be connected to six other slayings: officials https://t.co/J2tmiYvbMl,Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 17:35:28 +0000 2018,98,"An airplane passes in front of a nearly full moon above Tacoma, Wash. Thursday, July 26, 2018. https://t.co/KKOtcSaLif",Fox News
0.6249,0.177,0.823,0.0,Sat Jul 28 17:36:00 +0000 2018,97,".@Reince: ""Everyone should at least say this is great news for the country and give the president his due."" https://t.co/B84Ww9eqqf",Fox News
0.4588,0.2,0.8,0.0,Sat Jul 28 17:43:06 +0000 2018,96,"Missouri Boy, 8, Sets Up Lemonade Stand to Benefit Local Police Officers     https://t.co/TDKNq6t4xx",Fox News
0.3818,0.394,0.606,0.0,Sat Jul 28 17:48:44 +0000 2018,95,GDP growth: 2014 - 2018. https://t.co/0iumcLRgrb,Fox News
0.0857,0.202,0.619,0.179,Sat Jul 28 17:55:07 +0000 2018,94,NEWS ALERT: @POTUS declares state of emergency in California. https://t.co/dIs4EhLcqO https://t.co/kIkdHZBmu5,Fox News
0.34,0.138,0.862,0.0,Sat Jul 28 18:01:11 +0000 2018,93,"JFK security 'under review' after escapee from mental health facility hops fence, wanders onto taxiway https://t.co/OlZ7qma7KQ",Fox News
-0.3182,0.0,0.839,0.161,Sat Jul 28 18:02:37 +0000 2018,92,"Lawmakers struggle to decode Trump's 'secret' to deal with Russia, North Korea https://t.co/r4co0Ec9Pj",Fox News
0.6808,0.301,0.699,0.0,Sat Jul 28 18:07:00 +0000 2018,91,"On @foxandfriends, GOP Senate hopeful @JohnJamesMI discussed his endorsement from President @realDonaldTrump and hi… https://t.co/4vbBGNATmX",Fox News
0.3182,0.134,0.796,0.07,Sat Jul 28 18:10:57 +0000 2018,90,"BREAKING NEWS: Active shooter reported at Texas border town shopping mall; police warn people to stay away
https://t.co/uKts8P9frM",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 18:18:48 +0000 2018,89,California wildfire burns 500-plus structures. https://t.co/iNkyXXLhtf https://t.co/7TacvBkO5j,Fox News
-0.7096,0.0,0.67,0.33,Sat Jul 28 18:19:49 +0000 2018,88,"Michigan motel fire kills woman, five children from same family, officials say. https://t.co/a59p7ZTTrS https://t.co/478jPVxf0S",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 18:31:03 +0000 2018,87,"John Thomas on Dems asking for Kavanaugh's WH records: ""At the end of the day, those three [Senate] Democrats that… https://t.co/54Y3AXiU7z",Fox News
0.7015,0.299,0.701,0.0,Sat Jul 28 18:31:20 +0000 2018,86,.@Johnny_Joey: “Today it’s not the forgotten war. Today we’re remembering them and we’re going to have a chance to… https://t.co/JYeln41DpV,Fox News
0.4404,0.172,0.828,0.0,Sat Jul 28 18:31:38 +0000 2018,85,Sen. Cory Booker Pleads for Supporters to 'Get Up in the Face of Congresspeople' https://t.co/C9jqvjBLQ7,Fox News
0.624,0.157,0.843,0.0,Sat Jul 28 18:35:00 +0000 2018,84,"“My wife and I are deeply moved and deeply honored to be able to be there when we bring our boys home.”

SUNDAY:… https://t.co/XELArvGTKl",Fox News
0.4215,0.157,0.843,0.0,Sat Jul 28 18:38:21 +0000 2018,83,".@GillianHTurner: ""Michael Cohen, President Trump's longtime lawyer, is now claiming his boss approved the infamous… https://t.co/twa3zN1UQC",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 18:45:00 +0000 2018,82,"On @foxandfriends​, @dbongino​ outlined some ""new rules"" for how we should talk about the economy now that… https://t.co/1y6mC5o0ha",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 18:53:23 +0000 2018,81,".@VP: ""The fact that this president, sitting down with Kim Jong Un to negotiate the complete denuclearization of th… https://t.co/SeyGtofpX0",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 18:58:20 +0000 2018,80,Active-shooter report at Texas mall turns into alleged jewelry heist https://t.co/0uHfGU2dOX,Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 18:58:33 +0000 2018,79,Trump cites 9/11 to back ICE against Democratic calls to abolish agency https://t.co/6uIGwvPBU5,Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 18:59:43 +0000 2018,78,"Robert Charles on North Korea: ""At this moment in time, @realDonaldTrump has scored the following things...There ha… https://t.co/0Vd9lQcYRQ",Fox News
0.4404,0.209,0.791,0.0,Sat Jul 28 19:00:03 +0000 2018,77,WATCH: Ocasio-Cortez Supporters Stumped on How Democratic Socialism Would Be Funded                            https://t.co/h9tNGfc3Wl,Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 19:02:13 +0000 2018,76,GDP - Second Quarter. https://t.co/NSVmbyaZPd,Fox News
0.0258,0.052,0.948,0.0,Sat Jul 28 19:03:58 +0000 2018,75,"Robert Charles on North Korea: ""As a matter of context, it appears to me that this president is doing exactly what… https://t.co/CtGoJvJDig",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 19:08:52 +0000 2018,74,"Robert Charles on North Korea: ""This is a trust-building exercise and what we are gonna do is we're gonna give [Kim… https://t.co/QnwiuuJwXN",Fox News
-0.5574,0.0,0.806,0.194,Sat Jul 28 19:16:34 +0000 2018,73,Missouri restaurant manager fired after being filmed telling black female customer to 'get out': report https://t.co/BVdlXj4VyL,Fox News
-0.296,0.0,0.916,0.084,Sat Jul 28 19:21:44 +0000 2018,72,"T.J. Rodgers: ""Guess what? You know, the guy came in. He said we have to lower taxes. We have to do this and that.… https://t.co/Qhu1DRlOnc",Fox News
-0.7698,0.0,0.643,0.357,Sat Jul 28 19:26:16 +0000 2018,71,"Veterans Advocate on Return of Korean War Remains: 'I Couldn't Be More Proud'
https://t.co/kUXNBk6hXC",Fox News
-0.3182,0.0,0.813,0.187,Sat Jul 28 19:34:14 +0000 2018,70,"Judge indicates Stormy Daniels' lawyer, Avenatti, unlikely to be gagged https://t.co/QVzFxh4PIR",Fox News
-0.34,0.0,0.893,0.107,Sat Jul 28 19:37:06 +0000 2018,69,"In this Thursday, July 26, 2018 photo, a structure burns as the Carr fire races along Highway 299 near Redding, Cal… https://t.co/oykORpjxbm",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 19:44:44 +0000 2018,68,".@SenAlexander on car tariffs: ""Now that we've got a policy of where we're going, zero tariffs, it's time to get ri… https://t.co/rEa1kQEmzk",Fox News
-0.836,0.0,0.611,0.389,Sat Jul 28 19:50:42 +0000 2018,67,Colorado man accused of stealing tractor led cops on chase before choking and biting police dog https://t.co/PeDlLWLjHR,Fox News
-0.3182,0.0,0.839,0.161,Sat Jul 28 19:53:46 +0000 2018,66,"Lawmakers struggle to decode Trump's 'secret' to deal with Russia, North Korea
https://t.co/OusFvLlxRa",Fox News
0.3818,0.394,0.606,0.0,Sat Jul 28 20:05:14 +0000 2018,65,GDP growth: 4.1 percent. https://t.co/9t5I8m1i2Y,Fox News
0.6124,0.217,0.783,0.0,Sat Jul 28 20:12:47 +0000 2018,64,".@ellisonbarber: ""The White House is loving the economy, they think it's great news for them but some economists sa… https://t.co/Rn7JsjOmjG",Fox News
-0.5106,0.0,0.784,0.216,Sat Jul 28 20:14:36 +0000 2018,63,GOP lawmaker wants answers on FBI's alleged Southern Poverty Law Center ties https://t.co/rDvb9RVVMg,Fox News
0.8316,0.328,0.672,0.0,Sat Jul 28 20:18:48 +0000 2018,62,".@RepLanceNJ7 on economic growth: ""I hope that we return to free trade because I think that's the way to sustain th… https://t.co/mdHEDPdfjQ",Fox News
0.0946,0.173,0.711,0.116,Sat Jul 28 20:24:00 +0000 2018,61,"SUNDAY: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow with special guest @AllenWest - Tune in at 10p ET o… https://t.co/B5KrJh9xaN",Fox News
-0.5267,0.0,0.815,0.185,Sat Jul 28 20:26:17 +0000 2018,60,.@POTUS has ordered federal aid to California as raging wildfires prompt thousands of evacuations; @Jeff_Journalist… https://t.co/tClP3jE1eC,Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 20:34:20 +0000 2018,59,"Dave Brown on reunification of migrant families: ""One child not reunited with his or her mom and dad is one too man… https://t.co/nUx6XTXD4U",Fox News
0.6369,0.234,0.766,0.0,Sat Jul 28 20:39:01 +0000 2018,58,".@JohnJamesMI: ""Thank you, Mr. President, Mr. Vice President, for your support. I will not let you down in Washingt… https://t.co/cKBrvpct5o",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 20:47:33 +0000 2018,57,"‘All In The Family,' ‘The Jeffersons,' ‘Good Times’ and ‘Maude’ to return to TV https://t.co/psRnquHF4p",Fox News
-0.7269,0.0,0.736,0.264,Sat Jul 28 20:53:28 +0000 2018,56,North Korea has delivered the possible remains of 55 U.S. soldiers missing from the Korean War; @BryanLlenas report… https://t.co/6lcDlcHwSW,Fox News
-0.3182,0.0,0.813,0.187,Sat Jul 28 21:03:23 +0000 2018,55,"Judge indicates Stormy Daniels' lawyer, Avenatti, unlikely to be gagged https://t.co/Y7KRPzMlsA",Fox News
0.0772,0.061,0.939,0.0,Sat Jul 28 21:10:17 +0000 2018,54,".@esaagar: ""The GDP number is something that the president and this White House are gonna be riding on probably for… https://t.co/e6y6gFnAz8",Fox News
-0.296,0.0,0.901,0.099,Sat Jul 28 21:15:00 +0000 2018,53,Betty White reveals she has no plans to retire at age 96: 'I'm going to be in the saddle forever' https://t.co/jsCOyIRGOs,Fox News
-0.7184,0.0,0.6,0.4,Sat Jul 28 21:17:32 +0000 2018,52,"Carr Fire in California destroys more than 80,000 acres: officials https://t.co/wzPffaEH55",Fox News
-0.4404,0.129,0.597,0.274,Sat Jul 28 21:20:26 +0000 2018,51,.@kayleighmcenany: Democrats' love of socialism is a losing strategy – but they foolishly follow it anyway… https://t.co/JqK838XYAF,Fox News
0.4215,0.157,0.843,0.0,Sat Jul 28 21:20:26 +0000 2018,50,".@GillianHTurner: ""Michael Cohen, President Trump's longtime lawyer, is now claiming his boss approved the infamous… https://t.co/gW9zVu52Lo",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 21:26:59 +0000 2018,49,An American flag is displayed during a mass reenlistment held by the 1st Battalion Army Reserve Counselor Division… https://t.co/LMV6vSPQnW,Fox News
0.3818,0.187,0.748,0.065,Sat Jul 28 21:27:43 +0000 2018,48,".@MrJoshuaRogers: You're going through something hard -- you may be surprised to learn where God is right now
https://t.co/KNnKEdmHhy",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 21:33:02 +0000 2018,47,Two major wildfires in California have prompted evacuations; @Jeff_Journalist reports. https://t.co/dIs4EhLcqO https://t.co/LZSS37gKnw,Fox News
0.765,0.268,0.732,0.0,Sat Jul 28 21:35:00 +0000 2018,46,"“We remain confident that before the fall is out that Judge Brett Kavanaugh will be Justice Brett Kavanaugh.”

SUND… https://t.co/dKgikRo6or",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 21:41:12 +0000 2018,45,".@Garrett_FoxNews: ""The key here is that DHS said it's reunified every eligible parent with their children. 711 kid… https://t.co/8CBwMHozva",Fox News
0.2732,0.091,0.909,0.0,Sat Jul 28 21:42:00 +0000 2018,44,OPINION: Americans still believe in God. So why do so many of us see church as just optional rental car insurance? https://t.co/xRrFrKzaKW,Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 21:47:25 +0000 2018,43,.@VP will travel to Hawaii for a repatriation ceremony next week; @BryanLlenas reports. https://t.co/KbE1fZNDFL https://t.co/RiCL0kdDiH,Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 21:53:49 +0000 2018,42,"Lt. Col. James Reese on NK releasing possible remains of Americans:  ""One of the things we as a nation have to do i… https://t.co/HjmujiYEyz",Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 21:56:00 +0000 2018,41,SUNDAY: Go inside the home of @Jeopardy TV Legend Alex Trebek with @HarveyLevinTMZ - 8p ET on Fox News Channel! https://t.co/j7WjOXyusr,Fox News
-0.8555,0.0,0.598,0.402,Sat Jul 28 22:00:16 +0000 2018,40,Autistic woman was allegedly caged and forced to eat her dead mother's ashes; 5 face federal charges https://t.co/ZbRDd5Amli,Fox News
-0.6249,0.0,0.611,0.389,Sat Jul 28 22:07:00 +0000 2018,39,Baltimore man charged with sexually assaulting seatmate on airplane https://t.co/ifyANP93cI,Fox News
